Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000000400000 CH2:0.0000000400000,,Second,Volt,Volt
,,,-0.00038755999,-0.70000,0.03920
,,,-0.00038752001,-0.72000,0.03920
,,,-0.00038747999,-0.72000,0.03840
,,,-0.00038744000,-0.72000,0.03840
,,,-0.00038740001,-0.72000,0.03840
,,,-0.00038735999,-0.72000,0.03840
,,,-0.00038732000,-0.72000,0.03840
,,,-0.00038727999,-0.74000,0.03760
,,,-0.00038724000,-0.72000,0.03760
,,,-0.00038720001,-0.74000,0.03840
,,,-0.00038715999,-0.74000,0.03760
,,,-0.00038712000,-0.74000,0.03760
,,,-0.00038707998,-0.74000,0.03760
,,,-0.00038704000,-0.76000,0.03680
,,,-0.00038700001,-0.74000,0.03760
,,,-0.00038695999,-0.76000,0.03680
,,,-0.00038692000,-0.76000,0.03680
,,,-0.00038687998,-0.76000,0.03760
,,,-0.00038683999,-0.78000,0.03680
,,,-0.00038680001,-0.78000,0.03680
,,,-0.00038675999,-0.76000,0.03680
,,,-0.00038672000,-0.78000,0.03680
,,,-0.00038668001,-0.78000,0.03680
,,,-0.00038663999,-0.78000,0.03600
,,,-0.00038660000,-0.80000,0.03600
,,,-0.00038655999,-0.78000,0.03600
,,,-0.00038652000,-0.80000,0.03600
,,,-0.00038648001,-0.80000,0.03520
,,,-0.00038643999,-0.80000,0.03600
,,,-0.00038640000,-0.80000,0.03520
,,,-0.00038635998,-0.82000,0.03440
,,,-0.00038632000,-0.80000,0.03520
,,,-0.00038628001,-0.82000,0.03440
,,,-0.00038623999,-0.82000,0.03440
,,,-0.00038620000,-0.82000,0.03520
,,,-0.00038615998,-0.82000,0.03440
,,,-0.00038611999,-0.82000,0.03440
,,,-0.00038608001,-0.82000,0.03440
,,,-0.00038603999,-0.84000,0.03360
,,,-0.00038600000,-0.84000,0.03360
,,,-0.00038596001,-0.84000,0.03440
,,,-0.00038591999,-0.84000,0.03360
,,,-0.00038588000,-0.84000,0.03360
,,,-0.00038583999,-0.86000,0.03360
,,,-0.00038580000,-0.86000,0.03280
,,,-0.00038576001,-0.86000,0.03360
,,,-0.00038571999,-0.86000,0.03280
,,,-0.00038568000,-0.86000,0.03280
,,,-0.00038563999,-0.86000,0.03280
,,,-0.00038560000,-0.86000,0.03280
,,,-0.00038556001,-0.86000,0.03280
,,,-0.00038551999,-0.86000,0.03280
,,,-0.00038548000,-0.88000,0.03200
,,,-0.00038543998,-0.88000,0.03200
,,,-0.00038540000,-0.88000,0.03200
,,,-0.00038536001,-0.88000,0.03120
,,,-0.00038531999,-0.88000,0.03200
,,,-0.00038528000,-0.86000,0.03200
,,,-0.00038524001,-0.88000,0.03120
,,,-0.00038519999,-0.88000,0.03120
,,,-0.00038516000,-0.90000,0.03120
,,,-0.00038511999,-0.90000,0.03040
,,,-0.00038508000,-0.88000,0.03120
,,,-0.00038504001,-0.90000,0.03040
,,,-0.00038499999,-0.90000,0.03040
,,,-0.00038496000,-0.90000,0.03120
,,,-0.00038491999,-0.90000,0.03040
,,,-0.00038488000,-0.90000,0.03040
,,,-0.00038484001,-0.90000,0.03040
,,,-0.00038479999,-0.92000,0.02960
,,,-0.00038476000,-0.92000,0.02960
,,,-0.00038471998,-0.92000,0.02960
,,,-0.00038468000,-0.92000,0.02880
,,,-0.00038464001,-0.92000,0.02960
,,,-0.00038459999,-0.92000,0.02880
,,,-0.00038456000,-0.92000,0.02880
,,,-0.00038452001,-0.92000,0.02880
,,,-0.00038447999,-0.94000,0.02880
,,,-0.00038444001,-0.94000,0.02800
,,,-0.00038439999,-0.92000,0.02880
,,,-0.00038436000,-0.94000,0.02800
